"InventoryID","DateID","ProductID","SupplierID","WarehouseID","Quantity_on_hand","Stock_Movement"
"169374cd-37e2-4b6d-910c-e392f5d1eaac","1/1/2023","a6dc90a4-80a9-4f35-9d4e-bb446f85e39d","770654ae-5338-40ea-89d4-6b00e597dbdb","0cdcca8a-0dc7-4fb9-bf0a-eb7ca7173d27","78","30"
"3bb16e02-226e-406c-af7d-412ce714d54f","1/1/2023","5c532726-29c2-49cd-9758-ee3ff976592f","b1845b06-d8fe-428b-bcd2-0b589ae82e8b","0cdcca8a-0dc7-4fb9-bf0a-eb7ca7173d27","29","20"
"3299235c-1372-433d-ac53-4ea0f3c0b313","1/1/2023","bacc35dd-c2bc-48b2-ab0b-8f521383a6b3","cf79ca0e-e705-442b-8c0f-a4869299c599","0cdcca8a-0dc7-4fb9-bf0a-eb7ca7173d27","43","9"
"8b00790a-23c3-45b6-9760-3f85c7ddb550","1/1/2023","c93f7d18-3cdb-4cad-95db-68979cf6c2b9","3c6bbe93-f49b-40eb-977b-7fb02d1274f1","260cef82-a602-45df-8cba-de58345bed31","71","18"
"1356d75d-af98-4f4e-9132-0a6e245244da","1/1/2023","df030da2-b877-4274-9dfd-94e9c43e1a0c","92dc54c9-cbca-4c62-9ec3-bb75b9dce62e","260cef82-a602-45df-8cba-de58345bed31","60","18"
"46f0a83f-903d-4cec-b358-5ce473fa86ab","1/1/2023","a7f2cc8c-837d-45c1-834b-96dcb7aea898","a1821194-d2ca-4c40-8472-07abe658e6a5","260cef82-a602-45df-8cba-de58345bed31","58","13"
"85f1810b-655a-4766-9b21-b7461650d824","1/1/2023","b1fc8f54-5eb0-450a-aa69-c4eab9955322","770654ae-5338-40ea-89d4-6b00e597dbdb","34e35c58-05e5-4c92-b3c9-de0ee280bc5e","55","11"
"1aa465e0-df71-4ca4-903f-7c21d79a499a","1/1/2023","a265a254-f7a4-40b3-a7ca-5bd415acc171","86aa380e-0721-4568-8c9c-876adeab0c54","34e35c58-05e5-4c92-b3c9-de0ee280bc5e","24","23"
"c7d19655-d110-46b8-bfea-9f5fb61c153c","1/1/2023","8c86fc61-e56a-48f5-989f-5811993863b7","e92e0fd6-834c-424c-b712-ecf823f8f163","34e35c58-05e5-4c92-b3c9-de0ee280bc5e","57","24"
"e84e5996-2547-44aa-937b-8b3416939682","1/1/2023","386ac093-5a43-439f-8ae1-d3e4c18aa34c","3c6bbe93-f49b-40eb-977b-7fb02d1274f1","8127b8a4-85ac-45a5-adad-56e06f0e7edd","68","17"
"a4c970e1-f5fc-454c-b5d8-c3eee9c39d79","1/1/2023","5b003f36-eee5-43aa-9552-14bdf0d1a32a","92093df9-21d6-4f83-9a15-d4ea597a5edd","8127b8a4-85ac-45a5-adad-56e06f0e7edd","76","13"
"cc1fea02-cac8-429e-9085-cc58788ba65e","1/1/2023","91e2c107-533c-41d3-b83e-70f25823e01d","a1821194-d2ca-4c40-8472-07abe658e6a5","8127b8a4-85ac-45a5-adad-56e06f0e7edd","48","13"
"b35f7bd2-be24-4605-8534-9354b2c2e9ca","1/1/2023","d961e74e-5347-456d-ac5f-6ea53a7823a3","3c6bbe93-f49b-40eb-977b-7fb02d1274f1","8e7be99c-1e54-45ee-b941-22a6ff46a266","57","14"
"2ff7490b-9e5a-4ecb-9631-0ae4c0008c42","1/1/2023","b5de2d64-786e-4381-80c1-fc7b5fb549aa","92093df9-21d6-4f83-9a15-d4ea597a5edd","8e7be99c-1e54-45ee-b941-22a6ff46a266","65","20"
"42416fe0-3001-4e7a-b308-6efddadc1fe4","1/1/2023","969cee7a-ab3a-486a-9507-06a04c4eef3e","afa71499-7a93-4964-a62b-9142d958012e","8e7be99c-1e54-45ee-b941-22a6ff46a266","37","15"
"237ade39-7442-43f3-aeba-fd8aac3afb26","1/1/2023","da087fa3-5b39-41ff-a711-756239be8fd7","cf79ca0e-e705-442b-8c0f-a4869299c599","8e7be99c-1e54-45ee-b941-22a6ff46a266","74","26"
"33e8e0ae-f145-4b50-85cf-e99d33e0e207","1/1/2023","247183ca-7bfd-472b-872d-47d9256d9e3c","770654ae-5338-40ea-89d4-6b00e597dbdb","9f579999-cd43-4799-bf85-59fdec83dd97","55","11"
"f309ab5d-6fa7-4070-80f2-06a6cb9049f6","1/1/2023","117b14f7-5962-457b-b0da-aa093bba8411","b1845b06-d8fe-428b-bcd2-0b589ae82e8b","9f579999-cd43-4799-bf85-59fdec83dd97","63","7"
"cd761c35-35b3-48e1-b797-987fdba44cb2","1/1/2023","8327a1c7-6a7b-4c89-a6e6-607f5963c9ed","e92e0fd6-834c-424c-b712-ecf823f8f163","9f579999-cd43-4799-bf85-59fdec83dd97","68","16"
"972e3fd8-2553-4644-ae1e-71d7a72a318c","1/1/2023","9d0b1e28-fcef-47df-8ef8-7d4f6fceceeb","afa71499-7a93-4964-a62b-9142d958012e","a12e65af-9d4f-46fb-89e3-89444b778fae","36","22"
"584d8d65-498c-49f2-8623-1a6135877358","1/1/2023","f2fae842-d729-4afc-860f-ab7058531ac3","b1845b06-d8fe-428b-bcd2-0b589ae82e8b","a12e65af-9d4f-46fb-89e3-89444b778fae","50","16"
"d5f5efc9-170b-45de-aa7f-56530d5944a2","1/1/2023","a5e7183a-7cd9-4a7b-84b2-2315d516c1a3","cf79ca0e-e705-442b-8c0f-a4869299c599","a12e65af-9d4f-46fb-89e3-89444b778fae","41","13"
"77affb52-489e-4e8a-be06-60fb24ac69b3","1/1/2023","b1746d78-367d-485f-aab5-4d6ba4087aff","86aa380e-0721-4568-8c9c-876adeab0c54","b6ce97e5-abb8-4448-a70c-c3d4d2dfc48a","60","25"
"95dca69a-c1a1-40bf-801f-607f9173f8ce","1/1/2023","9b3297ab-9e26-48d2-bd27-209461897b62","92dc54c9-cbca-4c62-9ec3-bb75b9dce62e","b6ce97e5-abb8-4448-a70c-c3d4d2dfc48a","33","29"
"cf64242c-625d-4e42-a372-2440e1ba0c42","1/1/2023","7dbca216-0428-4262-81b4-def5a1a7b62c","e92e0fd6-834c-424c-b712-ecf823f8f163","b6ce97e5-abb8-4448-a70c-c3d4d2dfc48a","78","8"
"fae9d7b5-3c62-4cb4-9bdf-2802b14aeed0","1/1/2023","e7e5bb51-44ff-4750-881c-5539a117793f","86aa380e-0721-4568-8c9c-876adeab0c54","e707c785-9c8b-47a3-b40a-af785e4e3772","58","23"
"46c530bf-5999-47d0-bee5-26ad18acbda7","1/1/2023","3c6a4e9b-6fbb-4818-884d-92d2b80a64d3","92dc54c9-cbca-4c62-9ec3-bb75b9dce62e","e707c785-9c8b-47a3-b40a-af785e4e3772","34","21"
"b1e29fcb-0d99-4c82-a135-6316ff3c7cff","1/1/2023","d4031851-a14f-474a-8205-0d970999fabc","a1821194-d2ca-4c40-8472-07abe658e6a5","e707c785-9c8b-47a3-b40a-af785e4e3772","45","13"
"ed499920-1712-4f7f-8f8b-cc33a0fa8e95","1/2/2023","f988af70-e8cf-4f8d-92c9-cc6246a7deb9","006add4e-27fb-4a85-890b-16d3a1133bbc","1135f8fc-c7d6-4426-bc69-eaeae2399987","27","15"
"58577952-c2ff-4921-bd34-3e6b006746fd","1/2/2023","1a9f3c62-5ca9-42f0-87c8-379c49784907","073f7754-c348-4989-baa8-47a390fd71e9","1135f8fc-c7d6-4426-bc69-eaeae2399987","17","6"
"735db90c-1d4f-4a19-a222-91e078330e9e","1/2/2023","b5e39fc0-39c7-4175-88ae-207e4d71d8b1","3904f5d2-a10e-44a4-87d2-3dfde60cd607","1135f8fc-c7d6-4426-bc69-eaeae2399987","42","18"
"f6e942ce-a3d1-43ae-8be5-001237f855b9","1/2/2023","ca57e39c-d989-4665-9889-ebbec36b1975","f4cc8ef3-52e7-4514-ad6e-e5b8875af014","1135f8fc-c7d6-4426-bc69-eaeae2399987","68","24"
"9420c32f-a908-4ac5-89a1-3c06a22682ba","1/2/2023","9b9f3c70-994c-4b91-b391-2fa641b99f20","073f7754-c348-4989-baa8-47a390fd71e9","1652c069-b85d-4f35-b456-893ae1c0e6da","65","24"
"37d52b32-3b08-4051-9281-531ba05a6a69","1/2/2023","1ebc8dcb-221d-4905-a559-321b5abe8100","4f069ef3-a86a-4c1f-8073-cbb4a99528da","1652c069-b85d-4f35-b456-893ae1c0e6da","41","12"
"7152da8e-36c6-447e-9568-dc946a59a03f","1/2/2023","c146abc7-f749-4d4c-a25d-38c597d3f407","e29662a9-8e80-43e3-bf5b-7859368b3945","1652c069-b85d-4f35-b456-893ae1c0e6da","41","21"
"aebfa5b6-dafe-4d14-a209-dc94de45bcda","1/2/2023","c14bc453-5c0e-43d5-968e-43d73ed735c3","073f7754-c348-4989-baa8-47a390fd71e9","85e59a1c-6a9e-4500-8e08-84f5c92a131e","47","30"
"0b65c873-6a8f-4f52-9815-9bca1df3d4d1","1/2/2023","63116ae4-864a-41cd-8157-910dea464936","3904f5d2-a10e-44a4-87d2-3dfde60cd607","85e59a1c-6a9e-4500-8e08-84f5c92a131e","63","25"
"57690f0e-e2a7-480e-910e-15371e7fc262","1/2/2023","e443c69d-6eb1-47f9-afd1-0b0c8ba059c3","4f069ef3-a86a-4c1f-8073-cbb4a99528da","85e59a1c-6a9e-4500-8e08-84f5c92a131e","69","6"
"77d4b164-9d2c-4975-85c3-c1c939942749","1/2/2023","39caf913-d26d-4f2f-b9dc-e0a78195cde0","49c924d2-a479-43ad-84dd-cfdbbae6cbdb","8a3a92c0-1d09-4536-8204-27299cd7d02e","32","27"
"0534f693-dcd7-4198-b439-5d46e5e76b6b","1/2/2023","196175ad-1007-469c-bc7f-7ad084f88e17","ce6620fc-feab-4326-a3e3-54fd583ce6d2","8a3a92c0-1d09-4536-8204-27299cd7d02e","50","29"
"da4884f9-27fd-4958-8181-bd2cc1a37595","1/2/2023","787d45c6-46a3-4cee-93b9-178a884618a8","f4cc8ef3-52e7-4514-ad6e-e5b8875af014","8a3a92c0-1d09-4536-8204-27299cd7d02e","57","12"
"9a2b27fc-3a99-4e06-a3ff-8c940005c33d","1/2/2023","2453529a-bb92-4fd3-9f37-78a2d840a657","49c924d2-a479-43ad-84dd-cfdbbae6cbdb","8f85ef91-44b4-4408-a7f8-9ef9692be610","19","18"
"2512c45d-d732-48b2-abe6-35630f9a80b7","1/2/2023","db5ed845-e645-4b8e-8076-6d2af52a6661","6dd0baa0-046d-47b5-998a-518343dc988b","8f85ef91-44b4-4408-a7f8-9ef9692be610","79","9"
"e2ed86f3-d524-42b3-b8ce-c6734d2d80fd","1/2/2023","8acbf94a-2396-4d51-a673-21c67fc2cddf","ce6620fc-feab-4326-a3e3-54fd583ce6d2","8f85ef91-44b4-4408-a7f8-9ef9692be610","60","20"
"f72316db-31fd-4819-aeae-45d875e27b85","1/2/2023","c5a5c85d-3e41-4e0d-af0d-d17e464a3e9f","4f069ef3-a86a-4c1f-8073-cbb4a99528da","ad852a05-30d4-4fe4-a77a-0eff21deab32","46","30"
"ab9faadd-2596-476a-b272-3b3192462b0f","1/2/2023","3e603d74-2516-4337-b8eb-9cab8c004570","d2d1be59-cbbb-44a8-9b81-9e5782308b84","ad852a05-30d4-4fe4-a77a-0eff21deab32","36","24"
